NORAD ID,COSPAR ID,Name,Source,Period,Inclination (deg),Apogee (km),Perigee (km),Eccentric,Radar Cross Section,Size,A/M,Orbit Memo,Launch Time,Deacy Time,Is Active Satellite,Decay?,Debris?,Rocket?
"29055","2006-012A","ASTRA 1KR","SES","1,436.07","0.06","35,808","35,765","0.00","0.00","0.00","","","2006-04-20","","true","false","false","false"
"29052","2006-011F","FORMOSAT 3F","ROC","100.82","72.03","826","769","0.00","0.00","0.00","0.02","","2006-04-15","","true","false","false","false"
"29051","2006-011E","FORMOSAT 3E","ROC","100.83","72.01","846","750","0.01","0.00","0.00","0.02","","2006-04-15","","true","false","false","false"
"29050","2006-011D","FORMOSAT 3D","ROC","98.80","72.02","739","664","0.01","0.00","0.00","0.02","","2006-04-15","","true","false","false","false"
"29049","2006-011C","FORMOSAT 3C","ROC","100.83","72.02","823","772","0.00","0.00","0.00","0.02","","2006-04-15","","false","false","false","false"
"29048","2006-011B","FORMOSAT 3B","ROC","100.83","71.97","829","767","0.00","0.00","0.00","0.02","","2006-04-15","","true","false","false","false"
"29047","2006-011A","FORMOSAT 3A","ROC","100.82","71.98","835","761","0.01","0.00","0.00","0.02","","2006-04-15","","true","false","false","false"
"29045","2006-010A","JCSAT 9","JPN","1,436.10","0.03","35,795","35,778","0.00","0.00","0.00","","","2006-04-12","","true","false","false","false"
"28982","2006-008C","ST5-C","US","124.71","105.56","3,502","279","0.19","0.00","0.00","0.01","","2006-03-22","","false","false","false","false"
"28981","2006-008B","ST5-B","US","122.61","105.52","3,324","270","0.19","0.00","0.00","0.01","","2006-03-22","","false","false","false","false"
"28980","2006-008A","ST5-A","US","130.30","105.50","3,969","303","0.22","0.00","0.00","0.01","","2006-03-22","","false","false","false","false"
"28946","2006-007B","EUTE 9A (HB 7A)","EUTE","1,436.09","0.03","35,811","35,762","0.00","0.00","0.00","","","2006-03-11","","true","false","false","false"
"28945","2006-007A","SPAINSAT","SPN","1,436.08","0.06","35,811","35,761","0.00","0.00","0.00","","","2006-03-11","","true","false","false","false"
"28939","2006-005A","ASTRO F (AKARI)","JPN","94.99","98.19","612","424","0.01","0.00","0.00","0.01","","2006-02-21","","false","false","false","false"
"28937","2006-004A","MTSAT 2","JPN","1,436.09","0.02","35,802","35,771","0.00","0.00","0.00","","","2006-02-18","","true","false","false","false"
"28935","2006-003A","ECHOSTAR 10","US","1,436.09","0.05","35,794","35,778","0.00","0.00","0.00","","","2006-02-15","","true","false","false","false"
"28931","2006-002A","ALOS","JPN","98.52","97.95","689","687","0.00","0.00","0.00","0.02","","2006-01-24","","false","false","false","false"
"28928","2006-001A","NEW HORIZONS","US","","","","","","0.00","0.00","","HELIOCENTRIC ORBIT (SUN)","2006-01-19","","false","false","false","false"
"28924","2005-052A","EUTE 172A (GE 23)","EUTE","1,436.08","0.07","35,810","35,762","0.00","0.00","0.00","","","2005-12-29","","true","false","false","false"
"28922","2005-051A","GIOVE-A","ESA","849.98","56.62","23,358","23,333","0.00","0.00","0.00","","","2005-12-28","","false","false","false","false"
"28917","2005-050C","COSMOS 2417 (GLONASS)","CIS","675.73","65.12","19,167","19,093","0.00","0.00","0.00","","","2005-12-25","","false","false","false","false"
"28916","2005-050B","COSMOS 2418 (GLONASS)","CIS","675.72","65.13","19,172","19,088","0.00","0.00","0.00","","","2005-12-25","","false","false","false","false"
"28915","2005-050A","COSMOS 2419 (GLONASS)","CIS","675.71","65.12","19,170","19,089","0.00","0.00","0.00","","","2005-12-25","","true","false","false","false"
"28912","2005-049B","METEOSAT 9 (MSG 2)","EUME","1,436.04","0.59","35,791","35,780","0.00","0.00","0.00","","","2005-12-21","","true","false","false","false"
"28911","2005-049A","INSAT 4A","IND","1,436.10","0.08","35,820","35,753","0.00","0.00","0.00","","","2005-12-21","","true","false","false","false"
"28909","2005-048B","GONETS D1M 1","CIS","114.73","82.47","1,449","1,437","0.00","0.00","0.00","0.02","","2005-12-21","","false","false","false","false"
"28908","2005-048A","COSMOS 2416","CIS","114.70","82.47","1,448","1,436","0.00","0.00","0.00","0.02","","2005-12-21","","true","false","false","false"
"28903","2005-046B","SPACEWAY 2","US","1,436.11","0.01","35,790","35,784","0.00","0.00","0.00","","","2005-11-16","","true","false","false","false"
"28902","2005-046A","TELKOM 2","INDO","1,436.06","0.02","35,792","35,780","0.00","0.00","0.00","","","2005-11-16","","true","false","false","false"
"28901","2005-045A","VENUS EXPRESS","ESA","","","","","","0.00","0.00","","VENUS ORBIT","2005-10-31","","false","false","false","false"
"28899","2005-044A","INMARSAT 4-F2","IM","1,436.07","2.42","35,798","35,774","0.00","0.00","0.00","","","2005-10-31","","true","false","false","false"
"28898","2005-043G","MOZ.5/SAFIR/RUBIN 5/SL-8","GER","98.65","97.84","708","680","0.00","0.00","0.00","0.01","","2005-10-27","","false","false","false","false"
"28895","2005-043F","CUBESAT XI-V","JPN","98.46","97.82","697","673","0.00","0.00","0.00","0.02","","2005-10-27","","true","false","false","false"
"28894","2005-043E","SSETI-EXPRESS","ESA","98.56","97.82","702","678","0.00","0.00","0.00","0.01","","2005-10-27","","false","false","false","false"
"28893","2005-043D","SINAH 1","IRAN","98.56","97.82","701","679","0.00","0.00","0.00","0.01","","2005-10-27","","true","false","false","false"
"28892","2005-043C","UWE-1","GER","98.47","97.82","697","674","0.00","0.00","0.00","0.02","","2005-10-27","","false","false","false","false"
"28891","2005-043B","TOPSAT","UK","98.57","97.82","702","678","0.00","0.00","0.00","0.01","","2005-10-27","","false","false","false","false"
"28890","2005-043A","BEIJING 1 (TSINGHUA)","PRC","98.57","97.81","701","679","0.00","0.00","0.00","0.00","","2005-10-27","","true","false","false","false"
"28888","2005-042A","USA 186","US","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2005-10-19","","true","false","false","false"
"28885","2005-041B","SYRACUSE 3A","FR","1,436.06","0.03","35,796","35,776","0.00","0.00","0.00","","","2005-10-13","","true","false","false","false"
"28884","2005-041A","GALAXY 15","ITSO","1,436.06","0.06","35,794","35,778","0.00","0.00","0.00","","","2005-10-13","","true","false","false","false"
"28874","2005-038A","NAVSTAR 57 (USA 183)","US","717.99","55.65","20,455","19,910","0.01","0.00","0.00","","","2004-12-27","","true","false","false","false"
"28868","2005-036A","ANIK F1-R","CA","1,436.10","0.01","35,798","35,775","0.00","0.00","0.00","","","2004-12-27","","true","false","false","false"
"28822","2005-032A","MONITOR-E 1","CIS","93.89","97.17","467","463","0.00","0.00","0.00","0.01","","2004-12-27","","false","false","false","false"
"28810","2005-031B","INDEX","JPN","96.78","98.04","626","583","0.00","0.00","0.00","0.01","","2004-12-27","","true","false","false","false"
"28809","2005-031A","OICETS","JPN","96.09","98.10","585","558","0.00","0.00","0.00","0.01","","2004-12-27","","false","false","false","false"
"28790","2005-030A","GALAXY 14","US","1,436.08","0.02","35,796","35,776","0.00","0.00","0.00","","","2004-12-27","","true","false","false","false"
"28788","2005-029A","MRO","US","","","","","","0.00","0.00","","HELIOCENTRIC ORBIT (SUN)","2004-12-27","","false","false","false","false"
"28786","2005-028A","IPSTAR 1","THAI","1,436.11","0.01","35,798","35,776","0.00","0.00","0.00","","","2004-12-27","","true","false","false","false"
"28773","2005-025A","ASTRO E2","JPN","95.28","31.38","536","529","0.00","0.00","0.00","0.01","","2005-07-10","","true","false","false","false"
"28737","2005-024A","SJ-7","PRC","96.36","97.67","607","562","0.00","0.00","0.00","0.00","","2005-07-05","","true","false","false","false"
"28707","2005-023A","EXPRESS AM-3","CIS","1,436.11","0.03","35,793","35,781","0.00","0.00","0.00","","","2005-06-24","","true","false","false","false"
"28702","2005-022A","GALAXY 28 (IA 8)","ITSO","1,436.11","0.01","35,792","35,782","0.00","0.00","0.00","","","2005-06-23","","true","false","false","false"
"28659","2005-019A","DIRECTV 8","US","1,436.11","0.01","35,801","35,773","0.00","0.00","0.00","","","2005-05-22","","true","false","false","false"
"28654","2005-018A","NOAA 18","US","101.97","99.17","862","842","0.00","0.00","0.00","0.02","","2005-05-20","","true","false","false","false"
"28650","2005-017B","HAMSAT","IND","96.86","97.57","626","590","0.00","0.00","0.00","0.01","","2005-05-05","","true","false","false","false"
"28649","2005-017A","CARTOSAT-1","IND","97.07","97.81","619","618","0.00","0.00","0.00","0.00","","2005-05-05","","true","false","false","false"
"28646","2005-016A","USA 182","US","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2005-04-30","","true","false","false","false"
"28644","2005-015A","SPACEWAY 1","US","1,436.10","0.02","35,788","35,786","0.00","0.00","0.00","","","2005-04-26","","true","false","false","false"
"28642","2005-014A","DART","US","93.10","96.56","509","344","0.01","0.00","0.00","0.01","","2005-04-15","","false","false","false","false"
"28638","2005-012A","APSTAR 6","PRC","1,436.07","0.01","35,797","35,775","0.00","0.00","0.00","","","2005-04-12","","true","false","false","false"
"28629","2005-010A","EXPRESS AM-2","CIS","1,436.11","0.57","35,788","35,786","0.00","0.00","0.00","","","2005-03-29","","true","false","false","false"
"28628","2005-009A","INMARSAT 4-F1","IM","1,436.11","2.74","35,800","35,774","0.00","0.00","0.00","","","2005-03-11","","true","false","false","false"
"28626","2005-008A","XM-3","US","1,436.11","0.02","35,791","35,783","0.00","0.00","0.00","","","2005-03-01","","true","false","false","false"
"28622","2005-006A","MTSAT 1R","JPN","1,436.08","0.05","35,803","35,769","0.00","0.00","0.00","","","2005-02-26","","true","false","false","false"
"28545","2005-005D","MAQSAT/ARIANE 5","FR","597.29","6.83","33,974","256","0.72","0.00","0.00","","","2005-02-12","","false","false","false","false"
"28544","2005-005C","SLOSHSAT","ESA","589.49","6.82","33,543","278","0.71","0.00","0.00","","","2005-02-12","","false","false","false","false"
"28542","2005-005A","XTAR-EUR","US","1,436.10","0.00","35,797","35,776","0.00","0.00","0.00","","","2005-02-12","","true","false","false","false"
"28537","2005-004A","USA 181","US","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2005-02-03","","true","false","false","false"
"28526","2005-003A","NSS 10 (AMC-12)","SES","1,436.10","0.05","35,802","35,772","0.00","0.00","0.00","","","2005-02-03","","true","false","false","false"
"28523","2005-002C","TATIANA","CIS","103.80","82.95","965","911","0.00","0.00","0.00","0.02","","2005-01-20","","false","false","false","false"
"28521","2005-002A","COSMOS 2414","CIS","103.78","82.95","966","909","0.00","0.00","0.00","0.01","","2005-01-20","","true","false","false","false"
"28517","2005-001A","EPOXI (DEEP IMPACT)","US","","","","","","0.00","0.00","","HELIOCENTRIC ORBIT (SUN)","2005-01-12","","false","false","false","false"
"28510","2004-053C","COSMOS 2412 (GLONASS)","CIS","675.73","63.16","19,140","19,119","0.00","0.00","0.00","","","2004-12-26","","false","false","false","false"
"28509","2004-053B","COSMOS 2411 (GLONASS)","CIS","675.73","63.15","19,144","19,116","0.00","0.00","0.00","","","2004-12-26","","true","false","false","false"
"28508","2004-053A","COSMOS 2413 (GLONASS)","CIS","675.73","63.16","19,155","19,104","0.00","0.00","0.00","","","2004-12-26","","false","false","false","false"
"28500","2004-050A","DELTA 4 DEMO SPACECRAFT","US","","","","","","0.00","0.00","","&quot;,","2004-12-21","","false","false","false","false"
"28498","2004-049G","PARASOL","FR","98.10","98.52","680","656","0.00","0.00","0.00","0.00","","2004-12-18","","true","false","false","false"
"28497","2004-049F","ESSAIM-4","FR","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2004-12-18","","false","false","false","false"
"28496","2004-049E","ESSAIM-3","FR","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2004-12-18","","false","false","false","false"
"28495","2004-049D","ESSAIM-2","FR","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2004-12-18","","false","false","false","false"
"28494","2004-049C","ESSAIM-1","FR","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2004-12-18","","false","false","false","false"
"28493","2004-049B","NANOSAT(1)","SPN","97.78","98.32","655","650","0.00","0.00","0.00","0.01","","2004-12-18","","true","false","false","false"
"28492","2004-049A","HELIOS-2A","FR","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2004-12-18","","true","false","false","false"
"28485","2004-047A","SWIFT","US","95.96","20.56","573","556","0.00","0.00","0.00","0.01","","2004-11-20","","true","false","false","false"
"28479","2004-046A","SHIYUAN 2 (SY-2)","PRC","98.63","98.24","700","686","0.00","0.00","0.00","0.01","","2004-11-18","","false","false","false","false"
"28474","2004-045A","NAVSTAR 56 (USA 180)","US","718.02","53.88","20,568","19,799","0.01","0.00","0.00","","","2004-11-06","","true","false","false","false"
"28472","2004-048A","AMC-16","SES","1,436.10","0.03","35,799","35,774","0.00","0.00","0.00","","","2004-12-17","","true","false","false","false"
"28470","2004-044A","JB-3 C","PRC","96.00","97.34","593","540","0.00","0.00","0.00","0.01","","2004-11-06","","true","false","false","false"
"28463","2004-043A","EXPRESS AM-1","CIS","1,451.61","3.83","36,123","36,057","0.00","0.00","0.00","","","2004-10-29","","false","false","false","false"
"28455","2002-056G","RITE TARGET 2","JPN","100.59","98.25","794","780","0.00","0.00","0.00","0.03","","2002-12-14","","false","false","false","false"
"28454","2002-056F","RITE TARGET 1","JPN","100.59","98.24","793","780","0.00","0.00","0.00","0.04","","2002-12-14","","false","false","false","false"
"28451","2004-042A","FENGYUN 2C","PRC","1,468.17","5.87","36,427","36,397","0.00","0.00","0.00","","","2004-10-19","","false","false","false","false"
"28446","2004-041A","AMC-15","SES","1,436.11","0.05","35,798","35,776","0.00","0.00","0.00","","","2004-10-14","","true","false","false","false"
"28420","2004-037B","COSMOS 2409","CIS","115.64","82.48","1,495","1,474","0.00","0.00","0.00","0.01","","2003-12-26","","true","false","false","false"
"28419","2004-037A","COSMOS 2408","CIS","115.61","82.48","1,495","1,471","0.00","0.00","0.00","0.01","","2003-12-26","","true","false","false","false"
"28417","2004-036A","GSAT 3 (EDUSAT)","IND","1,450.67","3.55","36,082","36,061","0.00","0.00","0.00","","","2003-12-26","","false","false","false","false"
"28414","2004-035B","SJ-6B","PRC","96.44","97.82","593","583","0.00","0.00","0.00","0.00","","2003-12-26","","true","false","false","false"
"28413","2004-035A","SJ-6A","PRC","96.42","97.82","600","575","0.00","0.00","0.00","0.00","","2003-12-26","","true","false","false","false"
"28393","2004-031A","AMAZONAS","SPN","1,436.13","0.02","35,798","35,777","0.00","0.00","0.00","","","2003-12-26","","true","false","false","false"
"28391","2004-030A","MESSENGER","US","","","","","","0.00","0.00","","HELIOCENTRIC ORBIT (SUN)","2003-12-26","","false","false","false","false"
"28384","2004-034A","USA 179","US","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2003-12-26","","true","false","false","false"
"28382","2004-029A","DOUBLESTAR (TC-2)","PRC","645.42","88.25","36,110","612","0.72","0.00","0.00","","","2004-07-25","","false","false","false","false"
"28380","2004-028A","COSMOS 2407","CIS","104.65","82.96","1,007","949","0.00","0.00","0.00","0.01","","2004-07-22","","true","false","false","false"
"28378","2004-027A","ANIK F2","CA","1,436.09","0.03","35,788","35,785","0.00","0.00","0.00","","","2004-07-18","","true","false","false","false"
"28376","2004-026A","AURA","US","98.83","98.22","704","702","0.00","0.00","0.00","0.00","","2004-07-15","","true","false","false","false"
"28375","2004-025K","AMSAT ECHO","US","99.89","98.28","813","694","0.01","0.00","0.00","0.01","","2004-06-29","","false","false","false","false"
"28373","2004-025H","UNISAT 3","IT","99.66","98.24","791","693","0.01","0.00","0.00","0.01","","2004-06-29","","true","false","false","false"
"28372","2004-025G","APRIZESAT 1","US","99.37","98.14","761","696","0.00","0.00","0.00","0.01","","2004-06-29","","true","false","false","false"
"28371","2004-025F","SAUDISAT 2","SAUD","99.04","98.01","732","694","0.00","0.00","0.00","0.01","","2004-06-29","","true","false","false","false"
"28370","2004-025E","SAUDICOMSAT 2","SAUD","99.52","98.19","776","695","0.01","0.00","0.00","0.01","","2004-06-29","","true","false","false","false"
"28369","2004-025D","SAUDICOMSAT 1","SAUD","99.18","98.07","744","695","0.00","0.00","0.00","0.01","","2004-06-29","","true","false","false","false"
"28368","2004-025C","DEMETER","FR","97.74","97.74","652","649","0.00","0.00","0.00","0.01","","2004-06-29","","false","false","false","false"
"28366","2004-025A","APRIZESAT 2","US","100.25","98.32","849","692","0.01","0.00","0.00","0.01","","2004-06-29","","true","false","false","false"
"28364","2004-024A","APSTAR 5 (TELSTAR 18)","PRC","1,436.09","0.02","35,797","35,776","0.00","0.00","0.00","","","2004-06-29","","true","false","false","false"
"28361","2004-023A","NAVSTAR 55 (USA 178)","US","717.97","54.40","20,443","19,921","0.01","0.00","0.00","","","2004-06-23","","true","false","false","false"
"28358","2004-022A","INTELSAT 1002","ITSO","1,436.10","0.02","35,790","35,783","0.00","0.00","0.00","","","2004-06-16","","true","false","false","false"
"28352","2004-021A","COSMOS 2406","CIS","102.03","71.00","867","843","0.00","0.00","0.00","0.01","","2004-06-10","","false","false","false","false"
"28254","2004-018A","ROCSAT 2","ROC","102.80","99.01","892","890","0.00","0.00","0.00","-0.00","","2004-05-20","","true","false","false","false"
"28252","2004-017A","AMC-11 (GE-11)","SES","1,436.09","0.03","35,795","35,777","0.00","0.00","0.00","","","2004-05-19","","true","false","false","false"
"28238","2004-016A","DIRECTV 7S","US","1,436.09","0.03","35,797","35,775","0.00","0.00","0.00","","","2004-05-04","","true","false","false","false"
"28234","2004-015A","EXPRESS AM-11","CIS","1,451.04","7.47","36,106","36,051","0.00","0.00","0.00","","","2004-04-26","","false","false","false","false"
"28230","2004-014A","GP-B","US","97.43","89.88","638","634","0.00","0.00","0.00","0.01","","2004-04-20","","false","false","false","false"
"28221","2004-012B","NAXING 1","PRC","96.50","97.60","598","584","0.00","0.00","0.00","0.01","","2004-04-18","","false","false","false","false"
"28220","2004-012A","TANSUO 1","PRC","96.24","97.58","586","571","0.00","0.00","0.00","0.01","","2004-04-18","","true","false","false","false"
"28218","2004-011A","SUPERBIRD 6","JPN","1,447.76","8.73","36,131","35,898","0.00","0.00","0.00","","","2004-04-16","","false","false","false","false"
"28194","2004-010A","RADUGA 1-7","CIS","1,436.61","8.32","35,812","35,782","0.00","0.00","0.00","","","2004-03-27","","false","false","false","false"
"28190","2004-009A","NAVSTAR 54 (USA 177)","US","717.98","55.48","20,469","19,896","0.01","0.00","0.00","","","2004-03-20","","true","false","false","false"
"28187","2004-008A","EUTE 7A (EUTE W3A)","EUTE","1,436.08","0.05","35,804","35,769","0.00","0.00","0.00","","","2004-03-15","","true","false","false","false"
"28184","2004-007A","MBSAT","JPN","1,436.06","0.06","35,791","35,781","0.00","0.00","0.00","","","2004-03-13","","true","false","false","false"
"28169","2004-006A","ROSETTA","ESA","","","","","","0.00","0.00","","HELIOCENTRIC ORBIT (SUN)","2004-03-02","","false","false","false","false"
"28163","2004-005A","MOLNIYA 1-93","CIS","717.61","64.08","39,953","393","0.74","0.00","0.00","","","2004-02-17","","false","false","false","false"
"28158","2004-004A","USA 176","US","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2004-02-13","","true","false","false","false"
"28154","2004-003A","AMC-10 (GE-10)","SES","1,436.09","0.02","35,799","35,773","0.00","0.00","0.00","","","2004-02-04","","true","false","false","false"
"28137","2004-001A","ESTRELA DU SOL-TELSTAR14","USBZ","1,457.03","2.91","36,217","36,174","0.00","0.00","0.00","","","2004-01-11","","false","false","false","false"
"28134","2003-060A","SESAT 2 (EXPRESS AM-22)","EUTE","1,436.08","0.05","35,791","35,782","0.00","0.00","0.00","","","2003-12-28","","true","false","false","false"
"28132","2003-059A","AMOS 2","ISRA","1,436.08","0.06","35,801","35,772","0.00","0.00","0.00","","","2003-12-27","","true","false","false","false"
"28129","2003-058A","NAVSTAR 53 (USA 175)","US","717.99","52.89","20,386","19,979","0.01","0.00","0.00","","","2003-12-21","","true","false","false","false"
"28117","2003-057A","UFO 11 (USA 174)","US","","","","","","0.00","0.00","","&quot;,","2003-12-18","","true","false","false","false"
"28114","2003-056C","COSMOS 2403 (GLONASS)","CIS","675.72","63.27","19,235","19,024","0.00","0.00","0.00","","","2003-12-10","","false","false","false","false"
"28113","2003-056B","COSMOS 2402 (GLONASS)","CIS","675.72","63.26","19,217","19,042","0.00","0.00","0.00","","","2003-12-10","","false","false","false","false"
"28112","2003-056A","COSMOS 2404 (GLONASS)","CIS","675.78","63.24","19,227","19,035","0.00","0.00","0.00","","","2003-12-10","","false","false","false","false"
"28098","2003-055A","GRUZOMAKET","CIS","91.48","67.07","349","345","0.00","0.00","0.00","0.00","","2003-12-05","","false","false","false","false"
"28095","2003-054A","USA 173","US","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2003-12-02","","true","false","false","false"
"28094","2003-053B","YAMAL 201","CIS","1,436.58","0.51","35,813","35,779","0.00","0.00","0.00","","","2003-11-24","","true","false","false","false"
"28089","2003-053A","YAMAL 202","CIS","1,436.03","0.01","35,793","35,777","0.00","0.00","0.00","","","2003-11-24","","true","false","false","false"
"28082","2003-052A","CHINASAT 20","PRC","1,436.17","1.79","35,808","35,768","0.00","0.00","0.00","","","2003-11-14","","false","false","false","false"
"28060","2003-050A","SERVIS 1","JPN","104.98","99.40","1,010","977","0.00","0.00","0.00","0.02","","2003-10-30","","false","false","false","false"
"28058","2003-049B","CHUANG XIN 1 (CZ-1)","PRC","99.54","98.50","747","727","0.00","0.00","0.00","0.01","","2003-10-21","","true","false","false","false"
"28057","2003-049A","CBERS 2","CHBZ","100.32","98.21","774","774","0.00","0.00","0.00","0.01","","2003-10-21","","false","false","false","false"
"28054","2003-048A","DMSP 5D-3 F16 (USA 172)","US","","","","","","0.00","0.00","","&quot;,","2003-10-18","","true","false","false","false"
"28051","2003-046A","IRS P6","IND","101.29","98.70","822","817","0.00","0.00","0.00","0.00","","2003-10-17","","true","false","false","false"
"27954","2003-044A","HORIZONS 1 (GALAXY 13)","US","1,436.11","0.01","35,795","35,779","0.00","0.00","0.00","","","2003-10-01","","true","false","false","false"
"27951","2003-043E","INSAT 3E","IND","1,428.48","0.75","35,713","35,561","0.00","0.00","0.00","","","2002-12-18","","false","false","false","false"
"27948","2003-043A","EUTE 33A (EB 3)","EUTE","1,436.05","0.63","35,788","35,783","0.00","0.00","0.00","","","2002-12-18","","true","false","false","false"
"27945","2003-042G","KAISTSAT 4","SKOR","98.34","97.83","689","670","0.00","0.00","0.00","0.01","","2002-12-18","","false","false","false","false"
"27944","2003-042F","LARETS","CIS","98.42","97.85","693","674","0.00","0.00","0.00","0.00","","2002-12-18","","false","false","false","false"
"27943","2003-042E","BILSAT 1","TURK","98.36","97.84","689","671","0.00","0.00","0.00","0.01","","2002-12-18","","false","false","false","false"
"27942","2003-042D","UK-DMC","UK","97.42","97.74","680","591","0.01","0.00","0.00","0.01","","2002-12-18","","false","false","false","false"
"27941","2003-042C","NIGERIASAT 1","NIG","97.26","97.76","663","592","0.01","0.00","0.00","0.01","","2002-12-18","","false","false","false","false"
"27940","2003-042B","RUBIN 4/SL-8","GER","98.33","97.84","690","668","0.00","0.00","0.00","0.01","","2002-12-18","","false","false","false","false"
"27939","2003-042A","MOZHAYETS 4","CIS","98.24","97.83","685","665","0.00","0.00","0.00","0.01","","2002-12-18","","true","false","false","false"
"27937","2003-041A","USA 171","US","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2002-12-18","","true","false","false","false"
"27875","2003-040A","USA 170","US","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2002-12-18","","true","false","false","false"
"27871","2003-038A","SIRTF","US","","","","","","0.00","0.00","","HELIOCENTRIC ORBIT (SUN)","2002-12-18","","false","false","false","false"
"27869","2003-037B","COSMOS 2401","CIS","115.62","82.47","1,502","1,465","0.00","0.00","0.00","0.01","","2002-12-18","","true","false","false","false"
"27868","2003-037A","COSMOS 2400","CIS","115.65","82.47","1,503","1,467","0.00","0.00","0.00","0.01","","2002-12-18","","true","false","false","false"
"27858","2003-036A","SCISAT 1","CA","97.52","73.93","645","635","0.00","0.00","0.00","0.01","","2002-12-18","","true","false","false","false"
"27854","2003-034A","GALAXY 23 (TELSTAR 13)","US","1,436.09","0.00","35,801","35,772","0.00","0.00","0.00","","","2002-12-18","","true","false","false","false"
"27852","2003-033A","ECHOSTAR 12 (RAINBOW 1)","US","1,436.11","0.04","35,792","35,781","0.00","0.00","0.00","","","2003-07-17","","true","false","false","false"
"27848","2003-031J","CUBESAT XI-IV","JPN","101.31","98.71","827","814","0.00","0.00","0.00","0.02","","2003-06-30","","true","false","false","false"
"27847","2003-031H","CANX-1","CA","101.28","98.69","825","813","0.00","0.00","0.00","0.02","","2003-06-30","","false","false","false","false"
"27846","2003-031G","AAU CUBESAT","DEN","101.28","98.69","825","813","0.00","0.00","0.00","0.02","","2003-06-30","","false","false","false","false"
"27845","2003-031F","QUAKESAT","US","101.29","98.71","826","814","0.00","0.00","0.00","0.03","","2003-06-30","","false","false","false","false"
"27844","2003-031E","CUTE-1","JPN","101.29","98.70","826","813","0.00","0.00","0.00","0.02","","2003-06-30","","true","false","false","false"
"27843","2003-031D","MOST","CA","101.38","98.72","831","817","0.00","0.00","0.00","0.01","","2003-06-30","","true","false","false","false"
"27842","2003-031C","DTUSAT","DEN","101.28","98.69","825","813","0.00","0.00","0.00","0.02","","2003-06-30","","false","false","false","false"
"27840","2003-031A","MONITOR-E/SL-19","CIS","100.09","98.22","833","693","0.01","0.00","0.00","0.00","","2003-06-30","","false","false","false","false"
"27831","2003-028B","OPTUS C1","AUS","1,436.08","0.03","35,800","35,773","0.00","0.00","0.00","","","2003-06-11","","true","false","false","false"
"27830","2003-028A","BSAT-2C","JPN","1,451.58","1.31","36,115","36,063","0.00","0.00","0.00","","","2003-06-11","","false","false","false","false"
"27825","2003-026A","THURAYA 2","UAE","1,436.08","4.13","35,808","35,764","0.00","0.00","0.00","","","2003-06-10","","true","false","false","false"
"27820","2003-024A","AMC-9 (GE-12)","SES","1,436.11","0.02","35,801","35,772","0.00","0.00","0.00","","","2003-06-06","","true","false","false","false"
"27818","2003-023A","COSMOS 2398","CIS","104.95","82.95","1,015","969","0.00","0.00","0.00","0.01","","2003-06-04","","true","false","false","false"
"27816","2003-022A","MARS EXPRESS","ESA","","","","","","0.00","0.00","","MARS ORBIT","2003-06-02","","false","false","false","false"
"27813","2003-021A","BEIDOU 1C","PRC","1,443.16","3.57","35,958","35,891","0.00","0.00","0.00","","","2003-05-24","","false","false","false","false"
"27811","2003-020A","HELLAS-SAT 2","GREC","1,436.05","0.00","35,801","35,770","0.00","0.00","0.00","","","2003-05-13","","true","false","false","false"
"27807","2003-018A","GSAT 2","IND","1,442.11","3.37","35,919","35,890","0.00","0.00","0.00","","","2003-04-30","","true","false","false","false"
"27783","2003-017A","GALEX","US","98.53","29.00","691","686","0.00","0.00","0.00","0.01","","2003-04-28","","false","false","false","false"
"27775","2003-015A","COSMOS 2397","CIS","1,433.24","7.74","35,906","35,555","0.00","0.00","0.00","","","2003-04-24","","false","false","false","false"
"27718","2003-014A","ASIASAT 4","AC","1,436.12","0.01","35,795","35,779","0.00","0.00","0.00","","","2003-04-12","","true","false","false","false"
"27715","2003-013B","GALAXY 12","US","1,436.08","0.03","35,795","35,777","0.00","0.00","0.00","","","2003-03-31","","true","false","false","false"
"27714","2003-013A","INSAT 3A","IND","1,436.11","0.07","35,792","35,782","0.00","0.00","0.00","","","2003-03-31","","true","false","false","false"
"27711","2003-012A","USA 169","US","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2003-03-31","","true","false","false","false"
"27704","2003-010A","NAVSTAR 52 (USA 168)","US","717.95","53.48","20,776","19,588","0.02","0.00","0.00","","","2003-03-31","","true","false","false","false"
"27691","2003-008A","USA 167","US","","","","","","0.00","0.00","","NO ELEMENTS AVAILABLE","2003-03-11","","true","false","false","false"
